"AuthorName","COUNT(*)"
john a. keel,10
john baxter,5
john blackadder ,1
john blackader,1
john brunner,16
john brunner stanley weibaum,2
john bunyan,1
john d et al macdonald,1
john d macdonald,5
john d macdonald raymond jones,1
john dickson carr,4
john donne,1
john e. harry super science stories) [harry walton,1
john f. speer,2
john forester walter c. farrell jr.,2
john h. dirck,1
john h. howard,1
john jakes,2
john keats,3
john keats percy bysshe shelley,9
john keel,2
john kennett,5
john m. ford randall garrett,2
john mandeville,18
john patrick crichton,1
john patrick crichton -stuart bute,1
john peale bishop editor,1
john polidori,1
john polidori william beckford,1
john r. lawn,1
john rackham,1
john sladek waldo carlton wright,1
john w. moore,13
john w. moore james l. wood,3
john wayne,1
john william polidori,10
john wyndham,3
john/ lin. baxter/carter,1
john/lin. baxter/carter,1
johnathan swift,19
johnlin carter brunner,3
johnston mccully,1
jon longhi,1
jonathan lapoma,1
jonathan p. west,1
jonathan swift john bunyan,2
josef albers,1
joseph campbell,26
joseph harvey riley prideaux john selby,1
joseph illustrated by papin,1
joseph jacobs,1
joseph payne,1
joseph payne brenna,1
joseph payne brennan robert bloch,2
joseph sheridan le fanu,1
joseph skrzynski,1
joseph w.,5
josephine clifford mccrackin,1
josephine. [madame blavatsk ransom,1
joy,1
joy browne m.d.,1
joyce carol oates,2
jr with stories by richard matheson edited by sam merwin,2
jr. bob ottum,1
jr. if,3
jr. james mckimmey,1
jr. james tiptree,1
jr. other worlds,2
jr. with stories by jack vance edited by sam merwin,1
jr.) lloyd biggle,1
jude fisher,1
judith conaway,4
jules,3
jules supervielle collectif,1
jules verne,24
jules verne ph.d.lilian m popp,1
kareen taylerson,1
karen haber,1
karen p. hall,1
kasper et al heiberg,1
kathleen c thompson,1
kathleen weidner zoehfeld,7
keels,1
keith / poul andersen / frank herbert / gordon dicksom / harlan ellison laumer,1
kendell foster crossen,1
kenneth frampton,1
kipling,1
klefbeck. victor b.,1
klein g�rar,1
knud,1
koch,10
kris neville,3
kriss stephens,1
kurd la�witz,1
kurt,1
kurt h. volk,1
kurtitor singer,1
kyle crichton,2
l,1
l sprague,1
l sprague de camp,9
l sprague decamp,2
l sprague decamp flher pratt,2
l sprague decamp mack reynolds,2
l sprague decamp richard shaver,4
l victor,1
l. a. burt august derleth,1
l. hopkins,1
l. l.vollie hollands woods,1
l. ron hubbard,3
l. sprague de camp,68
l. sprague de camp fantastic story) [cover by alex schomburg] [leigh brackett,2
l. sprague de camp robert e. howard,1
l. sprague de camplin carter,2
l. sprague decamp,6
l. sprague decamplin carter,2
l. sprague. de camp,3
l. spraguecarter de camp,1
l. t. meade arthur conan doyle,4
l.sprague de camp,3
l.sprague de camplin carter,2
la mort dans les nuages agatha christie,1
la mort dans les nuages christie,1
la troisi�me fille agatha christie,1
la voix de skaith brackett leigh,1
lafferty,2
lane . n,3
lar bo,3
larry niven,4
larsen,1
larsson,1
laura engel,1
laurence binyon,1
laurence m janifer,2
lawrence kasdan,1
lawrence treat leslie charteris,1
le chat et les pigeons christie,1
le lotus ble,2
le tolstoy,1
leah bodine drake,1
lee francis leroy yerxa,1
leiber fritz,1
leigh,19
leigh . brackett,1
leigh / robert moore williams brackett,2
leigh / robert silverberg brackett,1
leigh [cover art by james steranko] brackett,3
leigh brackett,410
leigh brackett -,2
leigh brackett /donald wallis -,1
leigh brackett /robert moore williams -,2
leigh brackett a e van vogt,1
leigh brackett d.d. sharp,1
leigh brackett edited by samuel mines with stories by jack vance,1
leigh brackett et philippe caza,1
leigh brackett fredric brown,1
leigh brackett henry kuttner,1
leigh brackett marion zimmer bradley,1
leigh brackett mary rosenthal,1
leigh brackett planet stories) [carl jacobi,1
leigh brackett poul anderson,1
leigh brackett ray bradbury,7
leigh brackett robert bloch,6
leigh brackett ross rocklynne,1
leigh brackett tom godwin,3
leigh brackett wallace west,2
leigh brackett-,1
leigh brackett-philip k. dick,1
leigh brackett.,3
leigh brackettothers edmond hamilton,1
leigh brackettothers wallce west,2
leigh brackettray bradbury,1
leigh douglas brackett,1
leigh douglass brackett,1
leigh ed. brackett,1
leigh et al brackett,3
leigh und tony westermayr : brackett,2
leigh writing as george sanders brackett,1
leigh. brackett,12
leigh/leigh brackett/brackett,2
leigh/leigh. brackett/brackett.,1
leigh: brackett,6
leighg.mcdonald wallis brackett,1
leighitor] brackett,1
leland stanford copeland,1
leo,13
leo margulies,5
leonard dean maynard mack,1
les pendules agatha christie,2
leslie,7
leslie bain,1
leslie charteris,8
leslie charteris rex stout,1
leslie p. hartle,1
leslie p. hartley john b.l. goodwin,1
lester del rey,8
lewis carroll william blake emily dickinson,4
lin,66
lin / frank belknap long carter,1
lin / long,1
lin carte,2
lin carter,578
lin carter / george h. smith,1
lin carter / kris neville,2
lin carter fritz leiber,2
lin carter robert w chambers,2
lin carter.,1
lin carter/george h. smith,1
lin carter/john rackham,1
lin carterbjorn nyberg,1
lin carterfrank belknap long,1
lin carteritor],3
lin ed. carter,4
lin et al carter,1
lin with cover illustration by gray morrow carter,1
lin--editor carter,2
lin.,2
lin. carter,22
lin:,1
lin: carter,5
linda parry,5
lindsay smith,4
linfritz leiber carter,6
linitor carter,2
linjohn baxter. carter,1
linkris neville carter,1
lisbeth zwerger charles dickens,1
liz williams,1
lord,3
lord byron,14
lord byron samuel taylor coleridge,9
lord dunsany,22
lorentz benedicht tryk.,1
los piratas de skaith:,1
loti,1
louwi corkill bernice carey,1
lovecraft,17
lovecraft h. p. derleth august,1
lovecraft h.p,1
lovecraft h.p. / derleth august,2
lovecraft h.p. derleth august,1
lovecraft howard phillip,1
lovecraft howard phillips / derleth august,1
lovecraft howard phillips derleth august,1
lovecraft. h. p.august derleth,1
luis dominguez,1
m hague,1
mabel loomis todd,3
mabel todd,1
maccomas j. franci,1
macgrath harold macgrath,1
mack reynolds,1
mack reynolds eric f russell,2
mackinlay kantor,3
mallory storm stories by august derleth,1
malory,4
manent,1
manly wade wellman,20
manly wade wellman frank belknap long,2
manly wade wellman fritz leiber,1
map endpaper hjalmar skuldt,1
marc humphries,2
margaret,1
margaret alice murray,17
margaret anne doody,1
margaret e. bruner,1
margaret saint-clair,1
margaret st. clair,6
margolies,1
marianne van hirtum alexandre vialatte,1
marilyn jax,1
marion zimmer bradley,2
mark,1
mark st. amant,1
mark twain,34
mark twain clement c. moore,2
mark twain robert browning,1
markus lehtipuu,1
markus lehtipuu andrew humphries,1
marlowe,1
martha d.,2
martha dickinson,10
martin,1
martin keogh,1
martyand others mack reynolds,1
mary c. jane,1
mary elizabeth counselma,1
mary elizabeth counselmanothers robert bloch,1
mary hottinger,1
mary wollstonecraft shelley,16
mary wollstonecraft shelley sparknotes,10
maurice blanchot alain robbe-grillet,1
maurus j� kai,1
max. . ehrmann,1
mazzeo,1
mccrie,1
mel anastasiou,1
melba marlett,1
melvin d. joesten john c. kotz,3
mencken,1
merril,1
merritt,1
merritt abraham,1
merritt ellis parker,1
merte ahnfeldt-mollerup,1
micael p. brooks richad babcock,2
michael,2
michael andersen,1
michael g. coney andrew j. offutt,1
michael gilbert,3
michael moorcock,27
michael moorcock robert e howard,1
michael og poul otto nielsel,1
michael og poul otto nielsen,1
michaeldon,1
mike curry raymond e. banks,1
mike lupica,1
mike mason,1
miles j. breuer md clare winger harris,1
miles j. breur,3
miller,1
millicent todd eds bingham,2
mines,1
miriam allen,2
miss marple au club du mardi christie,2
mogens gissel,1
montgomery r. van wart,1
moorcock michael,1
moore ph.d. r.d. l.d. c.n.s.d.,1
moreau jacque,1
mort castle,1
mr e. a. wallis budge,4
mult-leigh brackett-harness-sheldon-st. clair,2
murray leinster,2
murray leinster arthur c. clarke,1
murray leinster henry kuttner,1
murray leinster p. schuyler miller,1
murray shaw,1
myla jo closser,1
mystery,2
møller,1
m�ller,2
nabia abbott,12
nabia. abbott,1
nancy ekholm burkert,1
nathaniel,2
nathaniel bradstreet shurtleff,1
nathaniel hawthorne,14
nathaniel hawthorne sparknotes,1
ned friary,1
ned friary glenda bendure,1
neil barret jr isaac asimov,1
nelson bond,3
nelson s. bond,1
nelson s. bond] albert depinahenry hasse,1
nicanor bolet peraz,1
nicola jane swinney pippa roome,1
niels guttormsen,1
nigel grimshaw,1
nikolai gogol,2
nils osmar,1
nn [blavatsky helena petrovna] ,1
noah tsika,1
nord riley,1
norman,2
norman spinrad,2
norton,1
novotny joh,1
o'sullivan,1
o. henry r. murray gilchrist,1
octavus roy cohen,1
offutt,1
offutt andrew j.,1
ole schwalbe,1
olga webber,1
olive rabe,1
oliver,1
olivier,1
olsen abraham grace,1
orbit,6
orson scott et al card,1
orwell,1
orwell george,2
oscar friend,1
oscar j.,6
oscar wilde,22
oswald spengler,10
other contributors keith bennett,1
other worlds,4
others,2
others robert abernathy,1
others. george gissing,1
others. walter kubilius,1
otis adelbert kline,2
otto binder,1
outlet book company staff,3
overton,2
p g wodehouse,1
p. craig russell,1
p. d. james,1
p. g. wodehouse,1
p. nyboe und poul dam: andersen,1
pablo neruda,1
pachomius pachomius,2
palladius athanasius ,1
palmer,7
palmer bovie,1
palmer raymond,5
pamela adams hirst,2
pamela jane,2
pamela sargent,2
paoloazzari,1
papin,7
patricia rosemoor,1
paul bradley sterman,1
paul davidoff rachel carson,2
paul ernst,1
paul ernst august derleth,1
paul ernst] robert barbour johnson,1
paul fairma,1
paul fairman fritz leiber,1
paul groussa,1
paul groves,1
paul hutchens,1
paul joseph henry illust: landacre,1
paul lawrence,1
paul park,1
paul payne leigh brackett,2
paul w.fairman charles creighton,1
pedro antonio de alarc�,1
peter bonnen,1
peter c. jurs,1
peter folger,2
peter haining,1
peter marcuse david r. godschalk,2
peter packer,1
peter ramskov andersen,1
peter ruber,1
peteritor haining,2
peteritor] fairclough,1
petronova helena. blavatsky,1
petrovna blavatsky helena,2
philip e / david grinnell high,1
philip e high,1
philip e. high,7
philip k dick,1
philip k. dick,6
philip k. dick philip k. dick,1
philip nobis,1
pierre loti,21
pierre lotisuper,1
pierre p. loti-viaud,1
pierre sipriot la table ronde,1
planet,10
planet stories,3
plus more poul anderson,2
poirot joue le jeu christie,2
polidori john william,1
poole,1
poole sophia lane,1
poole sophia lane -.,3
porges wellman,1
potter gift,1
pou gernes,1
poul [1901-1985] andersen,1
poul a. andersen,3
poul anderseelby,1
poul andersen,14
poul andersen.ved,1
poul andersen:,1
poul andersenelby,3
poul anderson ,15
poul anderson jack vance,2
poul carit,4
poul carit - andersen,1
poul carit andersen,3
poul carit andersen. robert storm petersen,1
poul carit. andersen,9
poul e. andersen,1
poul erik tojner,1
poul gerhard andersen,1
poul gerhard. andersen,1
poul gernes,2
poul m.fl. andersen,2
poul martin møller,1
poul nyboe andersen,2
poul nyboe. andersen,1
poul o. andersen,3
poul og solveig schmidt. andersen,1
poul-gerh. andersen,2
poul-gerh.: andersen,1
poul-gerhard andersen,21
poul-gerhard. andersen,1
poul.,1
poul. andersen,6
poul. carit andersen,1
poul. henningsen,1
poul: andersen,2
poulersen,1
pradet claud,1
preface,1
prideaux john selby,2
professor e a wallis budge,2
ptrovna blavatsky,1
p�cheur d'islande loti,1
r etzensberger,2
r paul brandts,1
r.,1
r. austin freeman baroness orczy,4
r. bretnor --- randall garrett --- geo. alec effinger --- fritz leiber --- kate wilhelm --- avram davidson --- manly wade wellman --- anfre norton,1
r. e. carter,1
r. jackson wilson,3
r. kent rasmussen,1
r. r. winterbotham hugh frazier parker,1
r. w. chambers,1
r.c.w. ettinger cleve cartmill,3
rachel carson,21
rachel wetzsteon,3
rackham,1
rafael moneo,1
rainy,2
ralph sloan,1
ralph waldo emerson,22
ramsey,1
ramsey campbell,17
randall garrett,1
random house value publishing staff,2
ray bradbury,26
ray bradbury isaac asimov,1
ray bradbury leigh brackett,4
ray cummings,2
ray cummings leigh brackett,2
ray et al bradbury,1
raymond,1
raymond [introduction] williams,1
raymond a.,7
raymond c. moore,1
raymond c. palmer,2
raymond f jones,1
raymond f. jones leigh brackett,3
raymond f. jones thrilling wonder stories) [cover art probably by earle bergey] [leigh brackett,1
raymond l. lee,3
raymond palmer,4
raymond z. et al gallun,1
recopilacion: kurt singer. august derleth,1
reiss,1
reunion soci�t� th�osophique de francebranche blavatsky,1
rev. e. e. hale,2
revue th� osophique fond� e par helena petrovna blavatsky n° 8 d'octobre 1972,1
revue th� osophique fond� e par helena petrovna blavatsky n° 9 de novembre 1972,1
rex schneider,2
reynolds,1
rice burroughs,10
rich rainey alex burrows,2
richard,3
richard a.,1
richard b. sewall,2
richard c meredith,1
richard casey robert bloch,3
richard et al matheson,1
richard f. outcault. with a new introduction by august derleth,1
richard hicks,1
richard j.,2
richard l. loughlin,1
richard lancelyn green,2
richard marsh guy de maupassant,5
richard matheson,4
richard matheson carl jacobi,2
richard matheson leigh brackett,1
richard s shaver,2
richard s. shaver,4
richard s. shaver t. p. caravan,1
richard sharpe,1
richard shaver,1
richard stern,1
richard voss,3
richard weston,1
richardson osborne,1
ripley's believe it or not,1
rita m. ransohoff,1
roark bradford,1
rober hoskins,1
rober lory,1
rober storm petersen,1
robert,10
robert -forward graves,9
robert a heinlein,1
robert a. h theodore sturgeon,1
robert a. heinlein,4
robert a. heinlein theodore sturgeon,2
robert a. lowndes,1
robert a.w.,1
robert a.w.lowndes,1
robert abernathy,1
robert arthur,4
robert bloc,1
robert bloch,23
robert bloch ambrose bierce,1
robert bloch anonymous anthology) [algernon blackwood,3
robert bloch august derleth,1
robert bloch edited by dorothy mcilwraith with stories by theodore sturgeon,1
robert bloch fritz leiber (intros by ray bradbury,1
robert bloch isaac asimov,1
robert burns elizabeth barrett browning richard burton george gordon-lord byron,4
robert cloch richard casey,1
robert donald spector charles dickens,4
robert e,2
robert e howard,1
robert e.,6
robert e. [august derleth howard,1
robert e. gard jesse stuart,1
robert e. gard.,1
robert e. howar,1
robert e. howard,30
robert e. howard / leigh brackett,2
robert e. howard / leigh brackett -,1
robert e. howard // august derleth,3
robert e. howard nathaniel hawthorne,1
robert e. howard/leigh brackett,1
robert e. sherwood,1
robert e.) lin (howard,1
robert e.l. sprague de camplin carter [cover painting by john howard,1
robert e.leigh brackett howard,1
robert et al bloch,1
robert f. young,3
robert frost,1
robert frost william butler yeats,1
robert giraud,1
robert hermann schomburgk,1
robert louis stevenson,5
robert louis stevenson henry james,1
robert louis stevenson josiah g holland ben king walt whitman,4
robert m williams henry gade,1
robert moore williams,5
robert n. linscott,2
robert p. mills,1
robert reed,1
robert saffron,3
robert sheckley,1
robert silverberg,11
robert silverberg --- manly w. wellmanwade wellman --- james p. girard --- harlan ellison --- vance aandahl --- liz hufford --- c. g. cobb,1
robert silverberg algis budrys,1
robert silverberg roger zelazny,1
robert storm petersen,5
robert storm petersen / poul carit andersens v�rl�se / tegneren robert storm petersens museumsfond,1
robert t. amsden,6
robert trumbull,1
robert w. service,1
robert with a foreword by graves,1
robertleigh brackett silverberg,1
robin roberts,8
rod lott,1
rog phillips richard shaver,2
roger,5
roger b goodman,2
roger dee philip k. dick,1
roger elwood,6
roger grenier collectif,1
roger h.,2
roger lancelyn,1
roger lancelyn green,1
roger zelazny,30
roger. dee,1
roland cailleux raymond aron,1
rollo l.,1
ron,1
ross rocklynne,3
ross rocklynne keith bennett,1
ross rocklynne leigh brackett,1
ross rocklynne ray cummings,1
roy g. krenkel,6
roy morris jr.,4
rozanne lanczak williams,1
rudolph dirks,2
rudyard kipling,2
rupert,1
rupert hughes,23
rupert hughes [compiler],1
russell kerr,3
ruth carson,1
ruth rendell,1
s a lombino,1
s r p,1
s. h. butcherandrew lang,1
s. j. byrne,1
s. j. byrne edward jacobs,1
s.fowler wright,1
s.t. joshi,1
saint luke charles dickens,1
saki,6
saki j. sheridan le fanu,1
sam jr.,4
"sam"" ""sloan",1
samuel,4
samuel a. mayo,1
samuel butler aristotle,1
samuel katz,1
samuel loveman,1
sappho,1
sarah gorrie catherine austen,1
sarah orne jewett,2
saturn,2
sax rohmer carter dickson,1
schoell,2
schorer mark derleth august,1
schuyler miller august derleth writing as stephen grendon,2
science fictio,2
science fiction adventures classics,1
science fiction classics,2
science fiction yearbook: ed. by helen tono,1
science fiction) derleth,1
science stories,1
scott-elliot w.,1
scott-elliot william,2
seabright idri,1
seabury quinn,3
seabury quinn earl peirce jr.,1
selby,1
selected by helen mcneil,3
selectionsintroduction thomas h.,1
seth grahame-smith,11
sf,14
sharon,1
shaver,1
shaver-richard,1
sheckley rober,1
shelley moore thomas,2
shelley peterson,1
sherin herbert george,1
sherlock holmes : quatre aventures de sherlock holmes conan doyle,3
sherlock holmes : quatre aventures de sherlock holmes. conan doyle,2
sherlock holmes : une aventure de sherlock holmes conan doyle,1
sherlock holmes. le signe des quatre,1
sherri browning erwin,1
sherry r. arnstein alan a. altshuler,2
shirley jackson,1
shirley jakcson,1
sidney paget,1
silas k. hocking catherine l. pirkis,2
silverberg,1
sir andrew crichton,1
sir arthur conan,2
sir arthur conan doyle,171
sir arthur conan doyle sir,2
sir arthurconan doyle,1
sir e a wallis budge,4
sir e. a wallis ernest alfred wallis budge,1
sir e. a. wallis budge,41
sir e. a. wallis. budge,4
sir e.a. wallis budge,8
sir e.a.wallis budge,4
sir e[rnest] a[lfred] [thompson] wallis: budge,1
sir eernest wallis budge,1
sir ernest a wallis budge,1
sir ernest a. wallis,1
sir ernest a. wallis budge,7
sir ernest a. wallis--translated budge,1
sir ernest alfred thompson wallis budge,24
sir john mandeville,1
sir thomas,1
sir thomas malory,19
sir thomas malory joseph conrad,2
sir wallis budge,15
sir wallis. budge,2
sir william. memoir of aristotle by andrew crichton. jardine,1
sister mariellaitor gable,1
skage,2
smith,10
smith e. evely,1
smith et al. jacobi,1
sophia lane poole,6
sophie basch alain clerval,1
sophie hannah,3
sophocles,1
soverign falconer,1
space,5
spaceway,1
sparknotes,5
sprague de campcarter,1
st. clair,7
stanley dehler mayer,1
stanley g weinbaum,1
stanley g. weinbaum,4
stanley illustrated by hayter,1
stanley william hayter,1
stanton a. coblentz,1
startling,13
startling mystery (e. hoffman price,1
startling stories,1
startwo,1
stephanie emily dickinson,2
stephen,1
stephen crane,3
stephen tall,1
stephenitor] gill,1
sterling e. lanier,1
steve journal. eisner,1
steve keels,2
steven grendon,2
steven r. pliszka caryn l. carlson,1
stories as selected by actor christopher lee,3
stories by h.p. lovecraftother horror writersaugust derleth as editor,1
stuart j. byrne robert bloch,1
stuart moore,10
stuart palmer,3
sturgeon,1
super science,4
super science stories) [cover by lawrence] [fox b. holden,1
susan ostrov,1
suzanne church,1
swainson,2
swift,1
sydney van scyoc,1
s�ren h. andersen,1
t rosamond dale owen,1
t. s. eliot,27
t.e.,2
t.s. eliot,1
t.s.eliot,1
tama montgomery,1
tamarah kohanski,1
tanya barnard,5
tdcuain] [cover art by allen anderson] mararet st clair,1
ted thomas,1
ted white,5
terry carr,4
terryitor carr,1
the reverend j. g.,1
theodore sturgeon,4
theodore sturgeon lewis padgett,1
theodore sturgeon robert a. heinlein,2
theodore sturgeon.,2
thoma bulfinch,1
thomas,7
thomas / ralph waldo emerson carlyle,2
thomas bulfinch,420
thomas bulfinch bulfinch,1
thomas bulfinch.,3
thomas bulfinch. illustrated byerico castellon,1
thomas bulfinch].,1
thomas burnett swann,3
thomas carlisle,1
thomas godfrey,3
thomas h.,3
thomas h. [contributor] johnson,2
thomas h. edited by johnson,1
thomas h. johnson,14
thomas hardy emily dickinson,1
thomas m'crie ,2
thomas m. davis,1
thomas moore,4
thomas stanley william hayter bulfinch,2
thomas swann,1
thomas wentworth higginson,2
thomas with j loughran scott editor bulfinch,1
thomas) bulfinch,1
thomas. bulfinch,18
thomas. forward by robert graves bulfinch,2
thomas. thurah,2
thomas.: bulfinch,1
thomas: bulfinch,1
thomasbryan holme bulfinch,1
thongor et la cit� des dragons lin carter,1
thorki kristensen,1
thorp mcclusky,2
thrilling wonder,11
thrilling wonder stories,1
tim kirk,7
tom alvarez,1
tomleigh brackett et al godwin,1
tops in science fiction,5
tops in science fiction kelly freas,1
trad. amaravella,1
tresury of great science fiction: ed. by jim hendryx,4
trevor cook,1
ultimate publishing co.,3
unknown unknown,1
v. hollands l. l. woods,1
valdema andersen,2
vance jack,1
vardis fisher,1
vc ghidalia,1
venture,3
venture science fiction theodore sturgeon,1
venture science fiction tom godwin,1
vera caspary,1
verrill hyatt et weinbaum helen hall austin,1
vic,1
vic ghidalia,6
vicente muoz puelles,1
vicente ross,1
vicki lewis thompson,2
vincent buranelli,1
vincent difate,3
vincent persichetti,1
vincent sheean,1
vincent sheehan,2
vincent starret,1
vincent starrett august derleth,1
vincentitor] price,3
virgil finlay,2
virgil finlay murray leinster,1
virginia loh-hagan,1
vogt,1
von daniken,2
w. [william] scott-elliot,1
w. courtney,1
w. h.,1
w. h. klapp,1
w. scott elliot,1
w. v. athanas charles l. harness,1
wade wellman,1
wallace stevens,2
wallace west,1
wallace west l ron hubbard,1
wallis,2
wallis budge,37
wallis budge e a,1
wallis budge e. a.,1
wallis budge e.a.,1
wallis budge e.a.:,1
wallis e. a. budge,1
wallis e.a. budge,1
wallis sir budge,2
wallis-budge,4
wallis: budge,1
walt sheldon fantastic adventures) ] [alexander blade,1
walt whitman,24
walter b. rideout. [hardcover] donnelly,1
walter b.itor] rideout,1
walter blair,1
walter copland perry/thomas bulfinch,1
walter farley,1
walter john,1
walter m. jr. miller,1
walter m. miller jr.,1
walter miller,1
waltongeline / lin carter,1
washington irving robert louis stevenson,1
webb holly,1
weird tales,9
weird tales (allison v. harding,1
weird tales irwin j weill,1
weird tales: edmond hamilton,1
wells clare winger,1
welsh storytellers,1
whit burnett,1
whitney montgomery,3
whyte,1
wilbur s. peacock robert f. young,1
wilkie collins,9
will barnet,1
will garth arthur j. burks,1
willa cather o. henry,2
willa reid,1
william,3
william beckford,1
william beckford john polidori,1
william blake,8
william blake trask,1
william carroll,1
william faulkner,29
william fuller,1
william g. elliot jr. leslie m. scott,1
william gibson,1
william hope hodgson,15
william hope hodgson mark schorer,2
william j boykin,1
william jardine ,2
william l.,1
william march,1
william nolan august derleth,1
william p. mcgivern,1
william sansom j. sheridan le fanu,1
william scott elliot,2
william scott-elliot,1
william shakespeare,31
william shurr emily dickinson,2
william swainson,2
william temple,1
william tenn alexander blade,1
william tenn fritz leiber,1
william tenn fritz leiber jr.,2
william wilkie collins charles dickens,1
william wordsworth william blake,9
william. memoir of bruce by andrew crichton. swainson,1
william. memoir of le vaillant by andrew crichton. swainson,1
williams,1
winfield townley scott journal. joseph rodman manch,1
winsor mccay,1
with an introduction by august derleth edited,1
with) clare winger harris,1
wonder stories) [hugo gernsback,1
worlds of fantasy,1
worlds of tomorrow,3
wyatt blassingame august w. derleth,1
wystan hugh auden thomas stears eliot,1
ying )arthur conan doyle,1
zelazny,1
